#Fecha,Importe,Orgánica,Aplicación,Económica,Tercero,Nombre Ter.,Texto Libre
2012-12-04,56.78,0,151,202,H85079838,COMUNIDAD DE PROPIETARIOS AV DE ESPAÑA 24,"CUOTAS MARZO Y ABRIL 2012 COMUNIDAD PROPIETARIOS AVDA.DE ESPAÑA, 24 1º B."
2012-12-04,100.54,0,151,202,H85079978,COMUNIDAD DE PROPIETARIOS AV ESPAÑA 16,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS AVDA DE ESPAÑA, 16, BAJO A Y BAJO B."
2012-12-04,100.54,0,151,202,H85079978,COMUNIDAD DE PROPIETARIOS AV ESPAÑA 16,"CUOTA JULIO 2012 COMUNIDAD PROPIETARIOS AVDA DE ESPAÑA, 16, BAJO A Y BAJO B."
2012-12-04,100.54,0,151,202,H85079978,COMUNIDAD DE PROPIETARIOS AV ESPAÑA 16,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS AVDA DE ESPAÑA, 16, BAJO A Y BAJO B."
2012-12-04,100.54,0,151,202,H85079978,COMUNIDAD DE PROPIETARIOS AV ESPAÑA 16,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS AVDA DE ESPAÑA, 16, BAJO A Y BAJO B."
2012-12-04,100.54,0,151,202,H85079978,COMUNIDAD DE PROPIETARIOS AV ESPAÑA 16,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS AVDA DE ESPAÑA, 16, BAJO A Y BAJO B."
2012-12-04,201.08,0,151,202,H85079978,COMUNIDAD DE PROPIETARIOS AV ESPAÑA 16,"CUOTAS MARZO Y ABRIL 2012 COMUNIDAD PROPIETARIOS AVDA DE ESPAÑA, 16, BAJO A Y BAJO B."
2012-12-04,110.51,0,151,202,H85079234,COMUNIDAD DE PROPIETARIOS CL CARMEN CONDE 4,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/CARMEN CONDE, 4 BAJO B Y 4º A."
2012-12-04,110.51,0,151,202,H85079234,COMUNIDAD DE PROPIETARIOS CL CARMEN CONDE 4,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/CARMEN CONDE, 4 BAJO B Y 4º A."
2012-12-04,110.51,0,151,202,H85079234,COMUNIDAD DE PROPIETARIOS CL CARMEN CONDE 4,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/CARMEN CONDE, 4 BAJO B Y 4º A."
2012-12-04,110.51,0,151,202,H85079234,COMUNIDAD DE PROPIETARIOS CL CARMEN CONDE 4,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/CARMEN CONDE, 4 BAJO B Y 4º A."
2012-12-04,110.51,0,151,202,H85079234,COMUNIDAD DE PROPIETARIOS CL CARMEN CONDE 4,"CUOTAS JULIO 2012 COMUNIDAD PROPIETARIOS C/CARMEN CONDE, 4 BAJO B Y 4º A."
2012-12-04,129.57,0,151,202,H85080117,COMUNIDAD DE PROPIETARIOS CL LILI ALVARES 23,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 23 BAJO A Y 4º C."
2012-12-04,129.57,0,151,202,H85080117,COMUNIDAD DE PROPIETARIOS CL LILI ALVARES 23,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 23 BAJO A Y 4º C."
2012-12-04,129.57,0,151,202,H85080117,COMUNIDAD DE PROPIETARIOS CL LILI ALVARES 23,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 23 BAJO A Y 4º C."
2012-12-04,129.57,0,151,202,H85080117,COMUNIDAD DE PROPIETARIOS CL LILI ALVARES 23,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 23 BAJO A Y 4º C."
2012-12-04,129.57,0,151,202,H85080117,COMUNIDAD DE PROPIETARIOS CL LILI ALVARES 23,"CUOTAS JULIO 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 23 BAJO A Y 4º C."
2012-12-04,187.03,0,151,202,H85080604,COMUNIDAD DE PROPIETARIOS CL LILI ALVAREZ 21,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 21 BAJO A, 2º C Y 4º C."
2012-12-04,187.03,0,151,202,H85080604,COMUNIDAD DE PROPIETARIOS CL LILI ALVAREZ 21,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 21 BAJO A, 2º C Y 4º C."
2012-12-04,187.03,0,151,202,H85080604,COMUNIDAD DE PROPIETARIOS CL LILI ALVAREZ 21,"CUOTAS JULIO 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 21 BAJO A, 2º C Y 4º C."
2012-12-04,187.03,0,151,202,H85080604,COMUNIDAD DE PROPIETARIOS CL LILI ALVAREZ 21,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 21 BAJO A, 2º C Y 4º C."
2012-12-04,187.03,0,151,202,H85080604,COMUNIDAD DE PROPIETARIOS CL LILI ALVAREZ 21,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/LILÍ ÁLVAREZ, 21 BAJO A, 2º C Y 4º C."
2012-12-04,259.74,0,151,202,H85088854,COMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 31,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 31 BAJO A, BAJO C, 2º D, 3º A Y 4º A."
2012-12-04,259.57,0,151,202,H85088854,COMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 31,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 31 BAJO A, BAJO C, 2º D, 3º A Y 4º A."
2012-12-04,259.74,0,151,202,H85088854,COMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 31,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 31 BAJO A, BAJO C, 2º D, 3º A Y 4º A."
2012-12-04,259.74,0,151,202,H85088854,COMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 31,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 31 BAJO A, BAJO C, 2º D, 3º A Y 4º A."
2012-12-04,259.74,0,151,202,H85088854,COMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 31,"CUOTA JULIO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 31 BAJO A, BAJO C, 2º D, 3º A Y 4º A."
2012-12-04,0.17,0,151,202,H85088854,COMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 31,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 31 BAJO A, BAJO C, 2º D, 3º A Y 4º A."
2012-12-04,58.38,0,151,202,H85082196,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 19,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19, 2º C."
2012-12-04,58.38,0,151,202,H85082196,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 19,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19, 2º C."
2012-12-04,58.38,0,151,202,H85082196,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 19,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19, 2º C."
2012-12-04,58.38,0,151,202,H85082196,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 19,"CUOTA JULIO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19, 2º C."
2012-12-04,58.38,0,151,202,H85082196,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 19,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19, 2º C."
2012-12-04,46.61,0,151,202,H85463198,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 23,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 23 BAJO B."
2012-12-04,46.61,0,151,202,H85463198,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 23,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 23 BAJO B."
2012-12-04,46.61,0,151,202,H85463198,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 23,"CUOTA JULIO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 23 BAJO B."
2012-12-04,46.61,0,151,202,H85463198,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 23,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 23 BAJO B."
2012-12-04,46.61,0,151,202,H85463198,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 23,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 23 BAJO B."
2012-12-04,205.89,0,151,202,H85081966,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 27,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 27 BAJO A, BAJO B, 1º A, 1º D Y 2º A."
2012-12-04,205.89,0,151,202,H85081966,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 27,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 27 BAJO A, BAJO B, 1º A, 1º D Y 2º A."
2012-12-04,205.89,0,151,202,H85081966,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 27,"CUOTA JULIO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 27 BAJO A, BAJO B, 1º A, 1º D Y 2º A."
2012-12-04,205.89,0,151,202,H85081966,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 27,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 27 BAJO A, BAJO B, 1º A, 1º D Y 2º A."
2012-12-04,205.89,0,151,202,H85081966,COMUNIDAD DE PROPIETARIOS MARIA MOLINER 27,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 27 BAJO A, BAJO B, 1º A, 1º D Y 2º A."
2012-12-04,120,0,151,202,H85079192,MANCOMUNIDAD DE PROPIETARIOS,"CUOTAS AGOSTO 2012 MANCOMUNIDAD DE PROPIETARIOS C/CARMEN CONDE,4; C/LILÍ ÁLVAREZ, 21 Y 23 Y C/MARÍA MOLINER, 31"
2012-12-04,120,0,151,202,H85079192,MANCOMUNIDAD DE PROPIETARIOS,"CUOTA NOVIEMBRE 2012 MANCOMUNIDAD DE PROPIETARIOS C/CARMEN CONDE,4; C/LILÍ ÁLVAREZ, 21 Y 23 Y C/MARÍA MOLINER, 31"
2012-12-04,120,0,151,202,H85079192,MANCOMUNIDAD DE PROPIETARIOS,"CUOTA SEPTIEMBRE 2012 MANCOMUNIDAD DE PROPIETARIOS C/CARMEN CONDE,4; C/LILÍ ÁLVAREZ, 21 Y 23 Y C/MARÍA MOLINER, 31"
2012-12-04,120,0,151,202,H85079192,MANCOMUNIDAD DE PROPIETARIOS,"CUOTA OCTUBRE 2012 MANCOMUNIDAD DE PROPIETARIOS C/CARMEN CONDE,4; C/LILÍ ÁLVAREZ, 21 Y 23 Y C/MARÍA MOLINER, 31"
2012-12-04,120,0,151,202,H85079192,MANCOMUNIDAD DE PROPIETARIOS,"CUOTA JULIO 2012 MANCOMUNIDAD DE PROPIETARIOS C/CARMEN CONDE,4; C/LILÍ ÁLVAREZ, 21 Y 23 Y C/MARÍA MOLINER, 31"
2012-12-04,124.98,0,151,202,H85081958,MANCOMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 19-27 GARAJES,"CUOTAS AGOSTO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19 A 27 GARAJES."
2012-12-04,124.98,0,151,202,H85081958,MANCOMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 19-27 GARAJES,"CUOTA SEPTIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19 A 27 GARAJES."
2012-12-04,124.98,0,151,202,H85081958,MANCOMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 19-27 GARAJES,"CUOTA NOVIEMBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19 A 27 GARAJES."
2012-12-04,124.98,0,151,202,H85081958,MANCOMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 19-27 GARAJES,"CUOTA JULIO 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19 A 27 GARAJES."
2012-12-04,124.98,0,151,202,H85081958,MANCOMUNIDAD DE PROPIETARIOS CL MARIA MOLINER 19-27 GARAJES,"CUOTA OCTUBRE 2012 COMUNIDAD PROPIETARIOS C/MARÍA MOLINER, 19 A 27 GARAJES."
2012-12-04,166.43,0,151,202,H85082170,MANCOMUNIDAD DE PROPIETARIOS MARIA MOLINER 19-27,"CUOTA NOVIEMBRE 2012 MANCOMUNIDAD DE PROPIETARIOS MARÍA MOLINER, 19 A 27."
2012-12-04,166.43,0,151,202,H85082170,MANCOMUNIDAD DE PROPIETARIOS MARIA MOLINER 19-27,"CUOTA SEPTIEMBRE 2012 MANCOMUNIDAD DE PROPIETARIOS MARÍA MOLINER, 19 A 27."
2012-12-04,166.43,0,151,202,H85082170,MANCOMUNIDAD DE PROPIETARIOS MARIA MOLINER 19-27,"CUOTA OCTUBRE 2012 MANCOMUNIDAD DE PROPIETARIOS MARÍA MOLINER, 19 A 27."
2012-12-04,166.43,0,151,202,H85082170,MANCOMUNIDAD DE PROPIETARIOS MARIA MOLINER 19-27,"CUOTAS AGOSTO 2012 MANCOMUNIDAD DE PROPIETARIOS MARÍA MOLINER, 19 A 27."
2012-12-04,166.43,0,151,202,H85082170,MANCOMUNIDAD DE PROPIETARIOS MARIA MOLINER 19-27,"CUOTA JULIO 2012 MANCOMUNIDAD DE PROPIETARIOS MARÍA MOLINER, 19 A 27."
2012-12-04,90,0,151,202,H85081982,MANCUMUNIDAD DE PROPIETARIOS AV DE ESPAÑA 16-24,"CUOTA NOVIEMBRE 2012 MANCOMUNIDAD DE PROPIETARIOS AVDA.DE ESPAÑA, 16, 18, 22 Y 24."
2012-12-04,90,0,151,202,H85081982,MANCUMUNIDAD DE PROPIETARIOS AV DE ESPAÑA 16-24,"CUOTA OCTUBRE 2012 MANCOMUNIDAD DE PROPIETARIOS AVDA.DE ESPAÑA, 16, 18, 22 Y 24."
2012-12-04,90,0,151,202,H85081982,MANCUMUNIDAD DE PROPIETARIOS AV DE ESPAÑA 16-24,"CUOTAS AGOSTO 2012 MANCOMUNIDAD DE PROPIETARIOS AVDA.DE ESPAÑA, 16, 18, 22 Y 24."
2012-12-04,90,0,151,202,H85081982,MANCUMUNIDAD DE PROPIETARIOS AV DE ESPAÑA 16-24,"CUOTA SEPTIEMBRE 2012 MANCOMUNIDAD DE PROPIETARIOS AVDA.DE ESPAÑA, 16, 18, 22 Y 24."
2012-12-04,90,0,151,202,H85081982,MANCUMUNIDAD DE PROPIETARIOS AV DE ESPAÑA 16-24,"CUOTA JULIO 2012 MANCOMUNIDAD DE PROPIETARIOS AVDA.DE ESPAÑA, 16, 18, 22 Y 24."
2012-12-04,180,0,151,202,H85081982,MANCUMUNIDAD DE PROPIETARIOS AV DE ESPAÑA 16-24,"CUOTAS MARZO Y ABRIL 2012 MANCOMUNIDAD DE PROPIETARIOS AVDA.DE ESPAÑA, 16, 18, 22 Y 24."
2012-11-30,373.31,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 19 ES:5 2º C. REF.CATASTRAL 92350101VI0040-0102."
2012-11-30,430.34,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 23 PTAL:3 BAJO A. REF.CATASTRAL 92360101VI0034-0071."
2012-11-30,282.42,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 23 PTAL:3 BAJO B. REFERENCIA 92350101VI0017-0101."
2012-11-30,327.56,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 23 PTAL:3 4º C. REFERENCIA 92360101VI0045-0073."
2012-11-30,315.9,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 27 ES:1 BAJO A. REFERENCIA 92350101VI0001-0104."
2012-11-30,282.42,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 27 ES:1 BAJO B. REFERENCIA 92350101VI0002-0093."
2012-11-30,315.9,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 27 ES:1 1º A. REFERENCIA 92350101VI0003-0095."
2012-11-30,315.9,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 27 ES:1 1º D. REFERENCIA 92350101VI0006-0097."
2012-11-30,315.9,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 27 ES:1 2º A. REFERENCIA 92350101VI0007-0099."
2012-11-30,430.34,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 31 PTAL:1 BAJO A. REFERENCIA 92360101VI0001-0065."
2012-11-30,235.69,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 31 PTAL:1 BAJO C. REFERENCIA 92360101VI0003-0066."
2012-11-30,235.88,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 31 PTAL:1 2º D. REFERENCIA 92360101VI0011-0129."
2012-11-30,349.98,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 31 PTAL:1 3º A. REFERENCIA 92360101VI0012-0069."
2012-11-30,349.98,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/MARÍA MOLINER, 31 PTAL:1 4º A. REFERENCIA 92360101VI0016-0070."
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER, 27 PISO:ST PTA:7. REFERENCIA 92350101GA0007-0105."
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER, 27 PISO:ST PTA:8. REFERENCIA 92350101GA0008-0096."
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER, 27 PISO:ST PTA:9. REFERENCIA 92350101GA0009-0098."
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER, 27 PISO:ST PTA:10. REFERENCIA 92350101GA0010-0100."
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER, 27 PISO:ST PTA:17. REFERENCIA 92350101GA0017-0103."
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER, 27 PISO:ST PTA:18. REFERENCIA 92350101GA0018-0094."
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER PISO:ST PTA:7. REFERENCIA 92360101GA0007-0067.
2012-11-30,56.43,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER PISO:ST PTA:7. REFERENCIA 92360101GA0008-0072.
2012-11-30,50.13,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER PISO:ST PTA:13. REFERENCIA 92360101GA0013-0074.
2012-11-30,50.22,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER PISO:ST PTA:14. REFERENCIA 92360101GA0014-0076.
2012-11-30,50.22,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER PISO:ST PTA:19. REFERENCIA 92360101GA0019-0078.
2012-11-30,50.22,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER PISO:ST PTA:25. REFERENCIA 92360101GA0025-0080.
2012-11-30,56.72,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN C/MARÍA MOLINER PISO:ST PTA:30. REFERENCIA 92360101GA0030-0082.
2012-11-30,270.53,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN AVDA.DE ESPAÑA, 16 PTAL:4 BAJO A. REFERENCIA 92390101VI0043-0199."
2012-11-30,270.53,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN AVDA.DE ESPAÑA, 16 PTAL:4 BAJO B. REFERENCIA 92390101VI0044-0201."
2012-11-30,270.53,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN AVDA.DE ESPAÑA, 18 PTAL:5 BAJO A. REFERENCIA 92390101VI0056-0203."
2012-11-30,270.53,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN AVDA.DE ESPAÑA, 18 PTAL:5 BAJO B. REFERENCIA 92390101VI0057-0205."
2012-11-30,167.04,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN AVDA.DE ESPAÑA, 22 PTAL:6 3º B. REFERENCIA 92390101VI0077-0207."
2012-11-30,185.96,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN AVDA.DE ESPAÑA, 24 PTAL:2 1º B. REFERENCIA 92390101VI0008-0209."
2012-11-30,54.87,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN AVDA.DE ESPAÑA,16 PISO:ST PTA:12. REFERENCIA 92390101GA0124-0200."
2012-11-30,54.87,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN AVDA.DE ESPAÑA,16 PISO:ST PTA:12. REFERENCIA 92390101GA0125-0202."
2012-11-30,54.87,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN AVDA.DE ESPAÑA,16 PISO:ST PTA:12. REFERENCIA 92390101GA0126-0204."
2012-11-30,54.87,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN AVDA.DE ESPAÑA,16 PISO:ST PTA:12. REFERENCIA 92390101GA0127-0206."
2012-11-30,54.87,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN AVDA.DE ESPAÑA,16 PISO:ST PTA:22. REFERENCIA 92390101GA0022-0210."
2012-11-30,54.87,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE PLAZA GARAJE SITA EN AVDA.DE ESPAÑA,16 PISO:ST PTA:63. REFERENCIA 92390101GA0063-0208."
2012-11-30,430.34,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/LILÍ ÁLVAREZ,21 PTAL:4 BAJO A. REFERENCIA 92360101VI0046-0075."
2012-11-30,327.56,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/LILÍ ÁLVAREZ,21 PTAL:4 2º C. REFERENCIA 92360101VI0051-0077."
2012-11-30,327.56,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/LILÍ ÁLVAREZ,21 PTAL:4 4º C. REFERENCIA 92360101VI0057-0079."
2012-11-30,285.99,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/CARMEN CONDE,4 PTAL:6 BAJO B. REFERENCIA 92360101VI0073-0081."
2012-11-30,349.98,0,151,202,Q2840001H,INSTITUTO DE LA VIVIENDA DE MADRID,"ALQUILER NOVIEMBRE VIVIENDA SITA EN C/CARMEN CONDE,4 PTAL:6 4º A. REFERENCIA 92360101VI0087-0083."
2012-11-30,7.77,0,151,212,H81739369,GARAJE PARQUE DE LAS ERAS,RECIBO EXTRAORDINARIO POR ADAPTACIÓN A NORMATIVA TRES PUERTAS GARAJE PARQUE DE LAS ERAS. PLAZA GARAJE 198.
2012-11-30,7.77,0,151,212,H81739369,GARAJE PARQUE DE LAS ERAS,RECIBO EXTRAORDINARIO POR ADAPTACIÓN A NORMATIVA TRES PUERTAS GARAJE PARQUE DE LAS ERAS. PLAZA GARAJE 199.
2012-11-30,7.77,0,151,212,H81739369,GARAJE PARQUE DE LAS ERAS,RECIBO EXTRAORDINARIO POR ADAPTACIÓN A NORMATIVA TRES PUERTAS GARAJE PARQUE DE LAS ERAS. PLAZA GARAJE 200.
2012-11-30,7.77,0,151,212,H81739369,GARAJE PARQUE DE LAS ERAS,RECIBO EXTRAORDINARIO POR ADAPTACIÓN A NORMATIVA TRES PUERTAS GARAJE PARQUE DE LAS ERAS. PLAZA GARAJE 201.
