#Fecha,Importe,Orgánica,Programa,Económica,Tercero,Nombre Ter.,Concepto
2017-04-26,2156.67,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,SUMINISTRO GAS C P MUÑOZ TORRERO 20013192 CL MARIA CURIE DESDE 22-11-11 A 23-01-12
2017-04-26,905.55,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS E I JACARANDA 20269055 CL LIBERTAD N 108 COLEG DESDE 09-07-15 A 10-09-15
2017-04-26,554.94,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS E I JACARANDA 20269055 CL LIBERTAD 108 COLEG DESDE 13-04-15 A 12-05-15
2017-04-26,99.03,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS E I JACARANDA 20269055 LIBERTAD 108 COLEG DESDE 10-06-15 A 09-07-15
2017-04-26,500.34,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS E I JACARANDA CL LIBERTAD 108 COLEG DESDE 12-05-15 A 10-06-15
2017-04-26,24.61,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P ROMAN BAILLO 21948434 AVDA MAR EGEO S/N DESDE 23-07-13 A 24-09-13
2017-04-26,1152.49,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS E I JACARANDA CL LIBERTAD 108 COLEG 20269055 DESDE 09-03-15 A 13-04-15
2017-04-26,1697.56,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS E I JACARANDA ICENTF 30001556 DESDE 13-03-15 A 10-04-15 LIBERTAD 108
2017-04-26,171.53,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P ROMAN BAILLO 21948434 AVDA MAR EGEO S/N DESDE 27-05-14 A 23-07-14
2017-04-26,957.64,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P ROMAN BAILLO 21948434 AVDA MAR EGEO S/N DESDE 27-01-14 A 24-03-14
2017-04-26,438.77,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P ROMAN BAILLO 21948434 AVDA MAR EGEO S/N DESDE 24-03-14 A 27-05-14
2017-04-26,1005.85,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P FUENET DE LA VILLA 20045253 VALLE DE SAN SEBASTIAN 8 C.CAL DESDE 10-03-15 A 14-04-15
2017-04-26,24.96,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P ROMAN BAILLO 21948434 AVDA MAR EGEO S/N FACTURACION TERMINO FIJO 09/14
2017-04-26,182.69,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P ROMAN BAILLO 21948434 AVDA MAR EGEO DESDE 23-09-14 A 19-11-14
2017-04-26,2017.09,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,Consumo Gas E I JACARANDA 20269055 DESDE 05-12-2014 A 09-01-2015
2017-04-26,1163.50,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,SUMINISTRO GAS C P FUENTE DE LA VILLA 20045253 VALLE DE SAN SEBASTIAN 8 C CAL DESDE 09-12-14 A 13-01-15
2017-04-26,2054.30,0,165,22102,B65142333,MADRILEÑA SUMINISTRO DE GAS SL,Consumo Gas E I JACARANDA CL LIBERTAD 20269055 DESDE 09-01-2015 A 06-02-2015
2017-06-01,25031.52,0,165,22102,A28368132,COFELY ESPAÑA SA,P1 GAS C.E.I.P. Dña Leonor del Alamo. REGULARIZACION DE PERIODO: DEL SETIEMBRE 2014 HASTA AGOSTO 2016
2017-06-01,1098.40,0,165,22102,A28368132,COFELY ESPAÑA SA,P1 GAS C.E.I.P. Dña Leonor del Alamo. mes diciembre 2014
2017-06-01,1098.40,0,165,22102,A28368132,COFELY ESPAÑA SA,OCTUBRE 2016 - P1 GAS C.E.I.P. Dña Leonor del Alamo
2017-06-01,1098.40,0,165,22102,A28368132,COFELY ESPAÑA SA,NOVIEMBRE 2016 P1 GAS NATURAL C.E.I.P. DÑA LEONOR DEL ALAMO
2017-06-01,1098.40,0,165,22102,A28368132,COFELY ESPAÑA SA,DICIEMBRE 2016 P1 GAS C.E.I.P. DÑA LEONOR DEL ALAMO
2017-06-12,192.44,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,25-11-16 AL 25-01-17 SUMINISTRO GAS CP CRISTO DE LA SALUD CONTRATO Nº 22156270T2 PSO DEL PRADO 28 COCIN
2017-06-12,1131.10,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP NTRA SRA DEL ROSARIO CONTRATO Nº 22156551 CL FUENTECILLA 18 COCINA
2017-06-12,456.24,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,13-12-16 AL 05-01-17 SUMINISTRO GAS CP FRAY PEDRO AGUADO CONTRATO Nº 22155889 CL DUQUE DE LERMA 10 CAL
2017-06-12,1283.21,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,23-11-16 AL 24-01-17 SUMINISTRO GAS POLICIA LOCAL CONTADOR Nº 22156289 AVDA DE ESPAÑA 97 LOCAL
2017-06-12,110.78,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 A 12-12-16 SUMINISTRO GAS C P FRAY PEDRO AGUADO 22155889 CL DUQUE DE LERMA N 10 C.CAL
2017-06-12,1317.76,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 A 05-01-17 SUMINISTRO GAS PABELLON DEL RESTON 22156554 CL NEPTUNO N 4 POLID
2017-06-12,550.54,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 A 05-01-17 SUMINISTRO GAS CENTRO OCUPACIONAL 22156713 CL ESTRELLA DE ELOLA N 9 LOCAL
2017-06-12,798.04,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP NTRA SRA DEL ROSARIO CONTADOR Nº 22156548 CL FUENTECILLA 18 CAL
2017-06-12,9211.28,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 A 05-01-17 SUMINISTRO GAS PISCINA CLIMATIZADA 22156213 CAMINO VALDESANCHUELA S/N PISCI
2017-06-12,585.06,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 A 05-01-17 SUMINISTRO GAS E I LOS OLIVOS 22156802 CL ARTEMISA N 6 CCALD
2017-06-12,24.22,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-16 AL 23-01-17 SUMINISTRO GAS PISO EMERGENCIA SOCIAL CONTRATO Nº 22156078 CL MARIA MOLINER 31 BJ A
2017-06-12,4226.76,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP PEDRO ANTONIO DE ALARCON CONTRATO Nº 22156910 CL ARTEMISA S/N CALD
2017-06-12,1291.32,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-16 AL 23-01-17 SUMINISTRO GAS CP MUÑOZ TORRERO CONTRATO Nº 20013192T3 CL MARIA CURIE 46
2017-06-12,1318.04,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL  12-01-17 SUMINISTRO GAS GIMNASIO CONTADOT¡R Nº 22155529 PSO DEL PRADO 22 GIMNASIO
2017-06-12,1701.78,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-16 AL 19-01-17 SUMINISTRO GAS CP VICENTE ALEIXANDRE CONTRATO Nº 22156380 CL PIZARRO S/N COCINA
2017-06-12,470.29,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,09-12-16 AL 12-01-17 SUMINISTRO GAS PISCINA CLIMATIZADA CONTRATO Nº 22155926 CL RIO MANZANARES 20 LOCAL
2017-06-12,2024.98,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP RAMON BAILLO CONTRATO Nº 22156540 AVDA MAR EGEO 4 CALD
2017-06-12,1261.95,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP CRISTO DE LA SALUD CONTRATO Nº 22156374 PSO DEL PRADO 28 COLEG
2017-06-12,115.69,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP FUENTE DE LA VILLA CONTRATO Nº 22156860T2 CL VALLE SAN SEBASTIAN 8 COC
2017-06-12,861.34,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP FUENTE DE LA VILLA CONTRATO Nº 22156851 CL VALLE SAN SEBASTIAN 8 CALD
2017-06-12,1002.78,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP ELOY LOPEZ DE LERENA CONTRATO Nº 22156075 CL VENTANILLA 12 CAL
2017-06-12,24.22,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-16 AL 23-01-17 SUMINISTRO GAS PISO EMERGENCIA SOCIAL CONTRATO Nº 22156904 CL LILI ALVAREZ 23 BJ A
2017-06-12,325.18,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP NTRA SRA DEL ROSARIO CONTRATO Nº 22156901 CL FUENTECILLA 18 COLEGIO
2017-06-12,178.55,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-16 AL 23-01-17 SUMINISTRO GAS PISO EMERGENCIA SOCIAL CONTRATO Nº 22156386T2 CL CRISTO DE LA SALUD 28 3B
2017-06-12,1121.65,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP FUENTE DE LA VILLA CONTRATO Nº 22156898 CL SAN SEBASTIAN 8 CALD
2017-06-12,646.62,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-16 AL 23-01-17 SUMINISTRO GAS AYUNTAMIENTO CONTRATO Nº 22156383T2 PZA DE LA CONSTITUCION 7 LOCAL
2017-06-12,2544.39,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS ESCUELA DE MUSICA CONTRATO Nº 221562652 AVDA HISPANOAMERICA 7 CALD
2017-06-12,463.09,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-16 AL 23-01-17 SUMINISTRO GAS PISO EMERGENCIA SOCIAL CONTRATO Nº 22156292T2  CL LILI ALVAREZ 21 BJ A
2017-06-12,1387.66,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-16 SUMINISTRO GAS CP RAMON BAILLO CONTRATO Nº 22156377 AVDA MAR EGEO S/N
2017-06-12,349.12,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 A 26-12-16 SUMINISTRO GAS C P MUÑOZ TORRERO 22156527 CL MARIA CURIE N 46 C.CAL
2017-06-12,1487.92,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP PEDRO ANTONIO DE ALARCON CONTRATO Nº 22155810 CL ARTEMISA 2 CALD
2017-06-12,713.17,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,22-11-161 AL 23-01-17 SUMINISTRO GAS PISO EMERGENCIA SOCIAL CONTRATO Nº 22156710T3 CL GRAL MARTITEGUI 4
2017-06-12,1407.68,0,165,22102,A28559573,GALP ENERGIA ESPAÑA SA,07-12-16 AL 12-01-17 SUMINISTRO GAS CP NTRA SRA DEL ROSARIO CONTRATO Nº 22156551 CL FUENCILLA 18 COCIN
2017-06-01,1535.09,0,165,22103,A28368132,COFELY ESPAÑA SA,DICIEMBRE 2016 P1 PROPANO POLIDEPORTIVO BOLITAS AIRON
2017-06-01,1535.09,0,165,22103,A28368132,COFELY ESPAÑA SA,NOVIEMBRE 2016 P1 PROPANO Polideportivo Bolitas Airón
2017-06-01,1535.09,0,165,22103,A28368132,COFELY ESPAÑA SA,AGOSTO 2016 P1 PROPANO Polideportivo Bolitas Airón
2017-06-01,1535.09,0,165,22103,A28368132,COFELY ESPAÑA SA,OCTUBRE 2016 P1 PROPANO Polideportivo Bolitas AiróN
2017-06-01,1535.09,0,165,22103,A28368132,COFELY ESPAÑA SA,SEPTIEMBRE 2016 P1 PROPANO Polideportivo Bolitas Airón
2017-05-04,314.37,0,165,22712,A28368132,COFELY ESPAÑA SA,SEPTIEMBRE 2016 SUMINISTRO NUEVO FANCOIL P1.  PARA DESPACHO DE RAMÓN ARECES tarifa de precios Madrid 2011. )
2017-05-04,770.62,0,165,22712,A28368132,COFELY ESPAÑA SA,PRESTACIÓN P6  SUMINISTRO DE MATERIAL SUMINISTRO DE MATERIAL ELECTRICO C/ CARMEN MARTIN GAITE
2017-06-01,3349.74,0,165,22712,A28368132,COFELY ESPAÑA SA,P6 INSTALACIÓN FAROLES VILLA P1. (Instalación de nuevos puntos de luz Farol Villa LED en Parque España y Tierno Galván)
2017-06-01,608.28,0,165,22712,A28368132,COFELY ESPAÑA SA,PRESTACIÓN P6 TRABAJOS COMPLEMENTARIOS SUMINISTRO DE 6 PANTALLAS DE LED EN ÁREA ECONÓMICA
2017-06-01,1004.05,0,165,22712,A28368132,COFELY ESPAÑA SA,P6 TRABAJOS COMPLEMENTARIOS FIESTAS DE SEPTIEMBRE 2016
2017-06-01,1466.16,0,165,22712,A28368132,COFELY ESPAÑA SA,FACTURACIÓN IMPUESTO GASES FLOURADOS 100008968 Gases refrigerantes R 422D ( Ud. Gas Refrigerante incluido en prestación
2017-03-27,727.23,0,170,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,727.23,0,170,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,727.23,0,170,12003,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,1355.76,0,170,12003,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,218.09,0,170,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,187.14,0,170,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,187.13,0,170,12006,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,355.67,0,170,12006,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,421.43,0,170,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,421.43,0,170,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,421.43,0,170,12100,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,842.86,0,170,12100,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,572.82,0,170,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,572.82,0,170,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,572.82,0,170,12101,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,1145.64,0,170,12101,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,1629.45,0,170,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-04-27,1629.45,0,170,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,1629.45,0,170,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,3258.90,0,170,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-03-27,238.91,0,170,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,238.91,0,170,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,238.91,0,170,15000,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,238.91,0,170,15000,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-03-27,2762.58,0,171,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-04-27,2762.58,0,171,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,2762.58,0,171,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,5525.16,0,171,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-03-27,0.67,0,171,13002,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-05-26,1.12,0,171,13002,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,1.33,0,171,13002,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-01-26,107936.80,0,171,22710,A28037224,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,"SERVICIO LIMPIEZA URBANA, RSU, MANTO ZONAS VERDES Y CONSERVACIÓN DE PAVIMENTOS DURANTE MARZO 2015"
2017-04-04,223295.36,0,171,22710,A28037224,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,"SERVICIO LIMPIEZA URBANA, RSU, MANTO ZONAS VERDES Y CONSERVACIÓN DE PAVIMENTOS DURANTE MARZO 2015"
2017-05-11,179319.40,0,171,22710,A28037224,FOMENTO DE CONSTRUCCIONES Y CONTRATAS SA,CONTRATO SUSCRITO CON FCC GESTION SERVICIOS PUBLICOS CERTIFICACION ABRIL 2015
2017-01-12,231.51,0,221,16105,,,NOVIEMBRE 2016 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-01-12,231.51,0,221,16105,,,NOVIEMBRE 2016 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-01-12,231.51,0,221,16105,,,NOVIEMBRE 2016 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-02-10,231.51,0,221,16105,,,ENERO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-02-10,231.51,0,221,16105,,,ENERO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-02-10,231.51,0,221,16105,,,ENERO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-03-15,231.51,0,221,16105,,,FEBRERO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-03-15,231.51,0,221,16105,,,FEBRERO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-03-15,231.51,0,221,16105,,,FEBRERO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-04-04,231.51,0,221,16105,,,MARZO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-04-04,231.51,0,221,16105,,,MARZO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO).
2017-04-04,231.51,0,221,16105,,,MARZO 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-05-09,231.51,0,221,16105,,,ABRIL/ 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-05-09,231.51,0,221,16105,,,ABRIL/ 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-05-09,231.51,0,221,16105,,,ABRIL/ 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-06-12,231.51,0,221,16105,,,MAYO/ 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-06-12,231.51,0,221,16105,,,MAYO/ 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-06-12,231.51,0,221,16105,,,MAYO/ 2017 AYUDA A PENSIÓN TRABAJADORES QUE NO HAN COTIZADO LO SUFICIENTE (ART.44 CONVENIO)
2017-02-06,65.00,0,221,16200,Protegido(*),GONZALEZ LOPEZ LORENZO,GASTOS SUPLIDOS ASISTENCIA CURSO ACTUALIZACION BIANUAL REGISTRO PROFESIONAL SOCORRITAS DE 18 A 24 ABRIL 2016
2017-01-26,450.00,0,221,16204,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-01-26,727.23,0,241,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,727.23,0,241,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-03-27,727.23,0,241,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,727.23,0,241,12003,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,727.23,0,241,12003,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,1355.76,0,241,12003,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-01-26,310.24,0,241,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,310.22,0,241,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-03-27,310.24,0,241,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,275.38,0,241,12006,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,275.37,0,241,12006,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,517.83,0,241,12006,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-01-26,514.94,0,241,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,514.94,0,241,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-03-27,514.94,0,241,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,514.94,0,241,12100,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,514.94,0,241,12100,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,1029.88,0,241,12100,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-01-26,1009.63,0,241,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,1009.63,0,241,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-03-27,1009.63,0,241,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,1009.63,0,241,12101,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
2017-05-26,1009.63,0,241,12101,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIOS MES DE MAYO 2017
2017-06-28,2019.26,0,241,12101,X63,FUNCIONARIOS VARIOS,NOMINA FUNCIONARIOS VARIAS MES DE JUNIO Y PAGA EXTRA.
2017-01-26,21158.12,0,241,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE ENERO DE 2017
2017-02-24,20623.52,0,241,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE FEBRERO DE 2017.
2017-03-27,15876.89,0,241,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL FIJO MES DE MARZO 2017.
2017-04-27,15840.66,0,241,13000,X65,PERSONAL LABORAL FIJO,NÓMINA PERSONAL LABORAL MES DE ABRIL 2017.
2017-05-26,15853.65,0,241,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE MAYO 2017
2017-06-28,28522.58,0,241,13000,X65,PERSONAL LABORAL FIJO,NOMINA PERSONAL LABORAL MES DE JUNIO Y PAGA EXTRA.
2017-01-26,750.34,0,241,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ENERO DE 2017
2017-02-24,750.34,0,241,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE FEBRERO 2017.
2017-03-27,750.34,0,241,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE MARZO 2017.
2017-04-27,750.34,0,241,15000,X63,FUNCIONARIOS VARIOS,NÓMINA FUNCIONARIOS VARIOS MES DE ABRIL 2017.
